MyUnknownColumn,order_id,order_item_id,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,seller_id,seller_city,seller_state,seller_zip_code_prefix,payment_type,payment_sequential,payment_installments,price,freight_value,payment_value,shipping_limit_date,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day_of_purchase,month_of_purchase,year_of_purchase,month/year_of_purchase,order_status,order_unique_id
288,a2d83fe753c66711172a6b99df1bafcd,1,324709f9fb3d691f2c162f56bfdb6ff9,d2df5e77202e975353a79eb969740dde,70680,brasilia,DF,8b92139f9270553dc3fefeac3ef69034,pet_shop,38,736,12,4200,49,29,34,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,credit_card,1,3,46.9,23.58,70.48,"2017-05-09 20:30:14","2017-05-03 20:15:16","2017-05-03 20:30:14","2017-05-12 07:08:01","2017-05-16 10:20:02","2017-05-30 00:00:00",Wednesday,May,2017,May-2017,delivered,a2d83fe753c66711172a6b99df1bafcd-1
289,a2fb909612baaffa7ffa754be0db303f,1,88b6e100c4f155de3398ec137fe01053,e6b285d2bb6a815e13e2b8daa764f3f5,21230,"rio de janeiro",RJ,e0bdfa15e49283425504297eb6f95928,pet_shop,32,440,1,1250,69,3,45,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,credit_card,1,3,29.9,17.93,47.83,"2018-04-09 22:55:09","2018-04-03 22:43:40","2018-04-03 22:55:09","2018-04-05 17:17:35","2018-04-18 15:21:08","2018-05-10 00:00:00",Tuesday,April,2018,April-2018,delivered,a2fb909612baaffa7ffa754be0db303f-1
290,a50d174e10ae3a318551a633cffe8e9b,1,5eb90b3b173b853d40a5a388fc9f9f35,7c97ce5cbef70b0542c27ed63641a38e,7072,guarulhos,SP,83ee05fd05be4375384ffcdeffcc138f,pet_shop,57,224,3,19300,45,30,45,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,boleto,1,1,89.9,21.28,111.18,"2017-05-18 02:55:34","2017-05-11 14:35:52","2017-05-12 02:55:34","2017-05-22 20:17:47","2017-05-29 13:05:52","2017-05-19 00:00:00",Thursday,May,2017,May-2017,delivered,a50d174e10ae3a318551a633cffe8e9b-1
291,b99b9205eafc5fa75cfce1be7d1d9bff,1,578c6b9a577d79103c6328de248eea5e,87db600753c78160792e4fbfde4a3025,13417,piracicaba,SP,9dfba8dfc02d7b0a915625e28ca316ba,pet_shop,48,738,4,1200,24,24,24,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,credit_card,1,2,45,13.69,201.04,"2018-04-12 09:30:21","2018-04-06 09:20:57","2018-04-06 09:30:21","2018-04-07 01:18:34","2018-04-13 22:51:49","2018-05-03 00:00:00",Friday,April,2018,April-2018,delivered,b99b9205eafc5fa75cfce1be7d1d9bff-1
292,b99b9205eafc5fa75cfce1be7d1d9bff,2,578c6b9a577d79103c6328de248eea5e,87db600753c78160792e4fbfde4a3025,13417,piracicaba,SP,9644a7af60743efbb41bd30c624799c5,pet_shop,58,1048,1,2192,38,21,24,3f9be91358837bff69df67edfa3e42e8,londrina,PR,86039,credit_card,1,2,129.9,12.45,201.04,"2018-04-12 09:30:21","2018-04-06 09:20:57","2018-04-06 09:30:21","2018-04-07 01:18:34","2018-04-13 22:51:49","2018-05-03 00:00:00",Friday,April,2018,April-2018,delivered,b99b9205eafc5fa75cfce1be7d1d9bff-2
293,cb0bac4d77dd88efafddb7a974286b27,1,fe3255f9b7d1a94bbeb7b1dc737043ec,b6e57f109398c45b9d28d4c892e3eb1e,21321,"rio de janeiro",RJ,2b733cf37ff9af2258751a5a508d3e69,pet_shop,57,375,1,27400,40,30,40,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,boleto,1,1,209.9,31.31,241.21,"2017-12-13 04:11:53","2017-12-03 10:54:57","2017-12-05 04:11:53","2017-12-11 23:12:41","2018-01-22 18:51:43","2017-12-29 00:00:00",Sunday,December,2017,December-2017,delivered,cb0bac4d77dd88efafddb7a974286b27-1
294,cb837ba275cf8ffa9ded7e18f7743b49,1,e8d5a2b4873087880e7b934ec1c8f1f6,9a90cd8eb50ab8bc5f3539a08aa2c3ea,1325,"sao paulo",SP,b94608e1d6f0360030e816bf676af2a1,pet_shop,48,771,4,5300,49,32,35,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,boleto,1,1,38.99,11.73,101.44,"2017-05-17 04:15:18","2017-05-10 04:12:20","2017-05-11 04:15:18","2017-05-17 12:56:43","2017-05-22 20:35:54","2017-05-18 00:00:00",Wednesday,May,2017,May-2017,delivered,cb837ba275cf8ffa9ded7e18f7743b49-1
295,e789b08c3fb5797b52856358c169f9c8,1,802ee7e57030309976c860fc1187911a,65ebb9f59def91644b042a281aee857a,7714,caieiras,SP,13e290d958dc257f594b962ab8c131b0,pet_shop,56,633,1,1050,49,15,33,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,boleto,1,1,19.9,11.15,31.05,"2018-04-23 04:54:34","2018-04-14 15:35:54","2018-04-17 04:54:34","2018-04-18 20:18:26","2018-04-19 20:47:41","2018-05-03 00:00:00",Saturday,April,2018,April-2018,delivered,e789b08c3fb5797b52856358c169f9c8-1
296,f12ef7eed107de3791b1db5b8cd4852b,1,a95a0af104d58114e3d3e9c52427ca7e,31ae1fbde983ad554ffdc217c824033b,12245,"sao jose dos campos",SP,53524b8441311984f975500f1e8f1702,pet_shop,30,649,2,1200,69,3,43,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,credit_card,1,1,29.9,11.73,41.63,"2017-10-02 21:28:20","2017-09-26 21:12:04","2017-09-26 21:28:20","2017-09-30 15:15:56","2017-10-03 19:22:17","2017-10-13 00:00:00",Tuesday,September,2017,September-2017,delivered,f12ef7eed107de3791b1db5b8cd4852b-1
297,f907037403c50e681d45e8e55ba27420,1,7584654111d3b877adfda731735f602a,4f82e1e076d9e0a077dd3d62da608744,65047,"sao luis",MA,f92ece990baf778926b7349c309b55f7,pet_shop,38,734,12,7300,49,29,34,dd7ddc04e1b6c2c614352b383efe2d36,"sao paulo",SP,3471,credit_card,1,2,46.9,31.79,78.69,"2017-12-07 18:10:12","2017-12-01 17:57:21","2017-12-01 18:10:12","2017-12-06 03:43:03","2017-12-21 20:56:53","2017-12-28 00:00:00",Friday,December,2017,December-2017,delivered,f907037403c50e681d45e8e55ba27420-1
298,000229ec398224ef6ca0657da4fc703e,1,6489ae5e4333f3693df5ad4372dab6d3,3818d81c6709e39d06b2738a8d3a2474,35661,"para de minas",MG,c777355d18b72b67abbeef9df44fd0fd,moveis_decoracao,59,695,2,3050,33,13,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,5,199,17.87,216.87,"2018-01-18 14:48:30","2018-01-14 14:33:31","2018-01-14 14:48:30","2018-01-16 12:36:48","2018-01-22 13:19:16","2018-02-05 00:00:00",Sunday,January,2018,January-2018,delivered,000229ec398224ef6ca0657da4fc703e-1
299,45211f00dfa76aed1c20d6910d973222,2,903ac1be571f2dc655f9083ffc936ce6,52b1fdfdf380aedf492dd30f91da40f3,70340,brasilia,DF,c777355d18b72b67abbeef9df44fd0fd,moveis_decoracao,59,695,2,3050,33,13,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,3,199,20.08,388.17,"2017-11-06 15:46:14","2017-10-30 15:35:32","2017-10-30 17:31:35","2017-10-31 20:36:37","2017-11-08 17:34:39","2017-11-24 00:00:00",Monday,October,2017,October-2017,delivered,45211f00dfa76aed1c20d6910d973222-2
300,45211f00dfa76aed1c20d6910d973222,1,903ac1be571f2dc655f9083ffc936ce6,52b1fdfdf380aedf492dd30f91da40f3,70340,brasilia,DF,928c2c0fdf465581daac95380af04b3e,moveis_decoracao,59,729,2,2300,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,3,149,20.09,388.17,"2017-11-06 15:46:14","2017-10-30 15:35:32","2017-10-30 17:31:35","2017-10-31 20:36:37","2017-11-08 17:34:39","2017-11-24 00:00:00",Monday,October,2017,October-2017,delivered,45211f00dfa76aed1c20d6910d973222-1
301,7a5d50c22fa322a528d125a704c8270c,1,cee7f6079c308086d66b155a3ef25e72,794b3c70649dee40ae61e72ea4c16d11,37445,cruzilia,MG,c777355d18b72b67abbeef9df44fd0fd,moveis_decoracao,59,695,2,3050,33,13,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,4,199,17.87,216.87,"2018-01-11 13:54:27","2018-01-06 14:03:53","2018-01-07 13:54:27","2018-01-09 22:38:42","2018-01-11 14:05:36","2018-02-01 00:00:00",Saturday,January,2018,January-2018,delivered,7a5d50c22fa322a528d125a704c8270c-1
302,2e94b3f76e8e8c9aaca60e91b303c5f8,1,d4eb21f0bb4682f3b17464f064c45f28,6eb8a2a89a8603f8c7935a870d707b60,31742,"belo horizonte",MG,a81fc5e66120ebdb295873f74a45c5b7,cama_mesa_banho,49,528,2,2350,33,8,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,6,124,15.17,139.17,"2018-06-20 21:55:56","2018-06-16 21:40:32","2018-06-16 21:55:56","2018-06-20 14:34:00","2018-06-23 16:42:27","2018-07-12 00:00:00",Saturday,June,2018,June-2018,delivered,2e94b3f76e8e8c9aaca60e91b303c5f8-1
303,774906e7da9df9ff1e2a2aa1dda5034b,1,a40e5cc003cc20e1a2c61234844cde00,08f1d113c77370a06fccb3fbb87cd89a,36305,"sao joao del rei",MG,928c2c0fdf465581daac95380af04b3e,moveis_decoracao,59,729,2,2300,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,10,168,16.03,184.03,"2018-04-11 17:09:44","2018-04-05 16:56:18","2018-04-05 17:09:44","2018-04-07 00:32:50","2018-04-16 14:13:38","2018-04-24 00:00:00",Thursday,April,2018,April-2018,delivered,774906e7da9df9ff1e2a2aa1dda5034b-1
304,b039e8a14e63e05271b0277dff087d82,1,7522d0cad9b645e773d640d12cb4a38c,91fab8a424b89d4456bee1ed63d8109c,11740,itanhaem,SP,928c2c0fdf465581daac95380af04b3e,moveis_decoracao,59,729,2,2300,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,2,149,18.29,167.29,"2017-12-13 20:51:22","2017-12-07 20:37:39","2017-12-07 20:51:22","2017-12-13 13:37:07","2017-12-27 11:18:59","2018-01-09 00:00:00",Thursday,December,2017,December-2017,delivered,b039e8a14e63e05271b0277dff087d82-1
305,4cde326019a222305874fd6339a13fa9,1,0ae049347725b398cd98a9efdb2bcc29,015906d05142c9dc02e816c29c044bba,32421,ibirite,MG,5def2e9864a9227d41b6b9f5a6cc199e,moveis_decoracao,59,727,2,3550,34,18,34,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,5,289,19.64,308.64,"2018-01-17 19:46:25","2018-01-09 00:53:15","2018-01-11 19:46:25","2018-01-15 12:18:55","2018-01-23 20:03:16","2018-02-01 00:00:00",Tuesday,January,2018,January-2018,delivered,4cde326019a222305874fd6339a13fa9-1
306,9835adc5025c5e457d80894eb4f3ed4a,1,4bb18efca428af4eea2d3c7bc8c6596e,527c6fbbe85cdf78ff1645e0a71e266f,3563,"sao paulo",SP,85ff0318897b49c9bba94fb1a099fb11,moveis_decoracao,60,748,2,4950,33,16,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,6,319,21.09,340.09,"2018-01-10 12:12:29","2018-01-04 12:02:33","2018-01-04 12:12:29","2018-01-09 17:04:48","2018-01-23 21:29:04","2018-02-01 00:00:00",Thursday,January,2018,January-2018,delivered,9835adc5025c5e457d80894eb4f3ed4a-1
307,a017bed18c5f129119f36a92642a1cc0,1,05ebc27279c0c9082b56bbd6a1441a4b,25084c562406811ccea6b10655d1fff9,6293,osasco,SP,444d53deb5d80250e5e44dd416f20298,cama_mesa_banho,58,584,3,2400,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,boleto,1,1,259,19.64,278.64,"2018-06-18 03:13:36","2018-06-06 10:11:20","2018-06-08 03:13:36","2018-06-08 14:40:00","2018-06-15 17:32:48","2018-07-18 00:00:00",Wednesday,June,2018,June-2018,delivered,a017bed18c5f129119f36a92642a1cc0-1
308,a53804de1ac644981653f01c6f34a876,1,90ad95dd6fc0a81e5c3d5c652daa3502,35378639ad1d764ff4d3bdd0a01b5b38,7791,cajamar,SP,d52463875db80535c279cf58f6f5c183,moveis_decoracao,60,769,2,3300,33,8,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,10,239,18.15,257.15,"2017-11-30 14:59:27","2017-11-25 14:51:18","2017-11-25 14:59:27","2017-11-30 13:48:54","2017-12-12 18:24:27","2017-12-20 00:00:00",Saturday,November,2017,November-2017,delivered,a53804de1ac644981653f01c6f34a876-1
309,ae8b5df90eaf220f63f5ed4865cd222c,4,3d4bc7f585bc0534e4a0c00c086721b2,b60a410d454528f9b70cd6fb479fba68,28930,"arraial do cabo",RJ,41da75141264c3bde21ecea85a4cb8b7,cama_mesa_banho,60,629,3,8800,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,10,384,18.71,1525.78,"2018-03-22 16:08:50","2018-03-17 15:48:01","2018-03-17 16:08:50","2018-03-19 19:52:50","2018-04-02 16:46:46","2018-04-16 00:00:00",Saturday,March,2018,March-2018,delivered,ae8b5df90eaf220f63f5ed4865cd222c-4
310,ae8b5df90eaf220f63f5ed4865cd222c,5,3d4bc7f585bc0534e4a0c00c086721b2,b60a410d454528f9b70cd6fb479fba68,28930,"arraial do cabo",RJ,41da75141264c3bde21ecea85a4cb8b7,cama_mesa_banho,60,629,3,8800,33,12,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,10,384,18.71,1525.78,"2018-03-22 16:08:50","2018-03-17 15:48:01","2018-03-17 16:08:50","2018-03-19 19:52:50","2018-04-02 16:46:46","2018-04-16 00:00:00",Saturday,March,2018,March-2018,delivered,ae8b5df90eaf220f63f5ed4865cd222c-5
311,ae8b5df90eaf220f63f5ed4865cd222c,1,3d4bc7f585bc0534e4a0c00c086721b2,b60a410d454528f9b70cd6fb479fba68,28930,"arraial do cabo",RJ,429e7401fafb76436f15e86498bd7364,cama_mesa_banho,60,233,1,2500,41,8,36,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,SP,13405,credit_card,1,10,199.9,48.64,1525.78,"2018-03-22 16:08:50","2018-03-17 15:48:01","2018-03-17 16:08:50","2018-03-19 19:52:50","2018-04-02 16:46:46","2018-04-16 00:00:00",Saturday,March,2018,March-2018,delivered,ae8b5df90eaf220f63f5ed4865cd222c-1
312,ae8b5df90eaf220f63f5ed4865cd222c,3,3d4bc7f585bc0534e4a0c00c086721b2,b60a410d454528f9b70cd6fb479fba68,28930,"arraial do cabo",RJ,429e7401fafb76436f15e86498bd7364,cama_mesa_banho,60,233,1,2500,41,8,36,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,SP,13405,credit_card,1,10,199.9,48.64,1525.78,"2018-03-22 16:08:50","2018-03-17 15:48:01","2018-03-17 16:08:50","2018-03-19 19:52:50","2018-04-02 16:46:46","2018-04-16 00:00:00",Saturday,March,2018,March-2018,delivered,ae8b5df90eaf220f63f5ed4865cd222c-3
313,ae8b5df90eaf220f63f5ed4865cd222c,2,3d4bc7f585bc0534e4a0c00c086721b2,b60a410d454528f9b70cd6fb479fba68,28930,"arraial do cabo",RJ,9ddd762ee8a13576a809dc66f22aa2b5,cama_mesa_banho,60,233,1,2600,41,8,36,da8622b14eb17ae2831f4ac5b9dab84a,piracicaba,SP,13405,credit_card,1,10,199.9,23.38,1525.78,"2018-03-22 16:08:50","2018-03-17 15:48:01","2018-03-17 16:08:50","2018-03-19 19:52:50","2018-04-02 16:46:46","2018-04-16 00:00:00",Saturday,March,2018,March-2018,delivered,ae8b5df90eaf220f63f5ed4865cd222c-2
314,f18209d8f562e6e43f73013f3e9aa40c,1,34497fb7afde431c36bfe5d62cb39716,56bdd6ad82ffc0e993f50cb87c849d3c,13295,itupeva,SP,6668e2c5a29f47a016858f28a3673e4a,cama_mesa_banho,50,627,2,3950,33,14,33,5b51032eddd242adc84c38acab88f23d,"borda da mata",MG,37564,credit_card,1,10,219,27.61,246.61,"2018-05-04 16:30:57","2018-04-27 16:10:14","2018-04-27 16:32:32","2018-04-30 14:44:00","2018-05-02 14:58:40","2018-05-25 00:00:00",Friday,April,2018,April-2018,delivered,f18209d8f562e6e43f73013f3e9aa40c-1
315,00024acbcdf0a6daa1e931b038114c75,1,d4eb9395c8c0431ee92fce09860c5a06,af861d436cfc08b2c2ddefd0ba074622,12952,atibaia,SP,7634da152a4610f1595efa32f14722fc,perfumaria,42,480,1,200,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,2,12.99,12.79,25.78,"2018-08-15 10:10:18","2018-08-08 10:00:35","2018-08-08 10:10:18","2018-08-10 13:28:00","2018-08-14 13:32:39","2018-08-20 00:00:00",Wednesday,August,2018,August-2018,delivered,00024acbcdf0a6daa1e931b038114c75-1
316,bd486e41e0b895151c98b33db1504f8d,1,35e87ef5e133284e1e2ccbc8f8816d57,9c9227591acfad49c19e7fd98f6fef02,3378,"sao paulo",SP,7634da152a4610f1595efa32f14722fc,perfumaria,42,480,1,200,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,2,12.99,12.79,25.78,"2018-08-23 00:10:14","2018-08-17 23:59:46","2018-08-18 00:10:14","2018-08-22 08:52:00","2018-08-27 18:51:17","2018-08-31 00:00:00",Friday,August,2018,August-2018,delivered,bd486e41e0b895151c98b33db1504f8d-1
317,05fcd933547be81890bc4d62357fdf3f,1,a38a9ffb610562b589318c8b263e0d5b,0b301ba858fea6e878faa5da12b044c6,4273,"sao paulo",SP,2d00c3b37b984686777190e2e6e0a7b6,informatica_acessorios,29,1140,4,300,16,16,16,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,9,89.9,12.13,408.12,"2017-07-25 10:30:13","2017-07-19 10:17:34","2017-07-19 10:30:13","2017-07-20 15:27:45","2017-07-26 13:45:35","2017-08-08 00:00:00",Wednesday,July,2017,July-2017,delivered,05fcd933547be81890bc4d62357fdf3f-1
318,05fcd933547be81890bc4d62357fdf3f,2,a38a9ffb610562b589318c8b263e0d5b,0b301ba858fea6e878faa5da12b044c6,4273,"sao paulo",SP,2d00c3b37b984686777190e2e6e0a7b6,informatica_acessorios,29,1140,4,300,16,16,16,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,9,89.9,12.13,408.12,"2017-07-25 10:30:13","2017-07-19 10:17:34","2017-07-19 10:30:13","2017-07-20 15:27:45","2017-07-26 13:45:35","2017-08-08 00:00:00",Wednesday,July,2017,July-2017,delivered,05fcd933547be81890bc4d62357fdf3f-2
319,05fcd933547be81890bc4d62357fdf3f,3,a38a9ffb610562b589318c8b263e0d5b,0b301ba858fea6e878faa5da12b044c6,4273,"sao paulo",SP,2d00c3b37b984686777190e2e6e0a7b6,informatica_acessorios,29,1140,4,300,16,16,16,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,9,89.9,12.13,408.12,"2017-07-25 10:30:13","2017-07-19 10:17:34","2017-07-19 10:30:13","2017-07-20 15:27:45","2017-07-26 13:45:35","2017-08-08 00:00:00",Wednesday,July,2017,July-2017,delivered,05fcd933547be81890bc4d62357fdf3f-3
320,05fcd933547be81890bc4d62357fdf3f,4,a38a9ffb610562b589318c8b263e0d5b,0b301ba858fea6e878faa5da12b044c6,4273,"sao paulo",SP,2d00c3b37b984686777190e2e6e0a7b6,informatica_acessorios,29,1140,4,300,16,16,16,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,9,89.9,12.13,408.12,"2017-07-25 10:30:13","2017-07-19 10:17:34","2017-07-19 10:30:13","2017-07-20 15:27:45","2017-07-26 13:45:35","2017-08-08 00:00:00",Wednesday,July,2017,July-2017,delivered,05fcd933547be81890bc4d62357fdf3f-4
321,072b97d5244a16a4573ad547ea7d15b4,1,bdf54f7d1694971f430170fca990f2ef,2530578c7db988c97b4afd8a3d44cfd2,12080,taubate,SP,541f87698fb1b63df63ba4989dcc25ce,utilidades_domesticas,60,338,2,3100,18,18,18,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,7,49.99,23.07,73.06,"2018-04-26 20:31:41","2018-04-22 20:07:53","2018-04-24 18:35:38","2018-04-25 09:18:00","2018-04-30 18:32:07","2018-05-16 00:00:00",Sunday,April,2018,April-2018,delivered,072b97d5244a16a4573ad547ea7d15b4-1
322,140d98b96ef924164add7c0fd859992a,1,06278b75c68ad852923f6ef0773eb154,51254e30e483306de104997755d19537,22461,"rio de janeiro",RJ,acd9600b8de0ebd8a85d61f162a30180,papelaria,53,484,1,6700,40,20,50,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,1,111.99,44.36,156.35,"2018-06-15 16:41:44","2018-06-07 16:23:33","2018-06-07 16:41:44","2018-06-14 14:09:00","2018-06-27 17:58:33","2018-07-23 00:00:00",Thursday,June,2018,June-2018,delivered,140d98b96ef924164add7c0fd859992a-1
323,2262f6e2778c369031168e981215c70d,1,51d99428b23627a102c5866cf00b7813,ddb8ffdbf7d9b0f26895b6c0712ead4e,24230,niteroi,RJ,83c3d4602324544954d73486c1a47455,informatica_acessorios,49,1980,2,900,26,7,17,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,5,319,17.99,336.99,"2017-07-26 16:32:26","2017-07-17 16:18:44","2017-07-17 16:35:10","2017-07-24 17:39:52","2017-07-31 21:10:24","2017-08-11 00:00:00",Monday,July,2017,July-2017,delivered,2262f6e2778c369031168e981215c70d-1
324,4db75bd1ea5ff7061d7e6d7e76328073,1,35273bc197dae9984f65ccc22835ad02,12aa04b48dd55961bcb51058a09116da,53240,olinda,PE,52fa1c39166d4ec1aaeb465c2e4ed999,papelaria,43,365,1,150,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,1,10.99,25.63,36.62,"2017-12-18 19:59:29","2017-12-12 19:48:27","2017-12-12 19:59:29","2017-12-15 14:26:46","2017-12-29 19:58:18","2018-01-16 00:00:00",Tuesday,December,2017,December-2017,delivered,4db75bd1ea5ff7061d7e6d7e76328073-1
325,6d87523e95d5670f7bbd10a46d5d70ab,1,0ceec0034a7684259a13e9be74338683,c54486ed1943a48b07997d84b575ad80,22470,"rio de janeiro",RJ,234f933656e9d5c88f814a89d4f5bb9c,papelaria,49,371,1,1100,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,boleto,1,1,79.99,23.36,103.35,"2018-06-29 03:17:26","2018-06-19 16:57:51","2018-06-21 03:17:26","2018-06-28 12:04:00","2018-07-06 12:20:57","2018-08-01 00:00:00",Tuesday,June,2018,June-2018,delivered,6d87523e95d5670f7bbd10a46d5d70ab-1
326,6ee722cd81ebe249b83c6351f725bbb5,1,9d5ff5d7ce2e4bc386bf11b9adb46a19,b501aa16c4c71c55bd43d45d112bd135,95853,"polo petroquimico de triunfo",RS,7f6a27bc434791d71f6e52b25bfc1e9e,papelaria,42,236,1,100,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,boleto,1,1,5.6,15.1,20.7,"2018-02-28 02:09:02","2018-02-21 11:22:22","2018-02-22 02:28:24","2018-02-26 19:55:42","2018-03-26 15:51:47","2018-03-23 00:00:00",Wednesday,February,2018,February-2018,delivered,6ee722cd81ebe249b83c6351f725bbb5-1
327,7d0e17bbcb31318fdc2390ad7cfc7399,1,0ab6b9678a73a7234a994d90cafcbc5c,889764541a3bd1cc777e70364dd00084,87920,"santa cruz de monte castelo",PR,eab2445325c49cfae34289f4a56342e3,papelaria,49,372,1,800,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,boleto,1,1,49.99,16.11,66.1,"2017-12-28 02:12:43","2017-12-19 09:42:51","2017-12-21 02:12:43","2017-12-28 16:26:56","2018-01-08 15:25:00","2018-01-23 00:00:00",Tuesday,December,2017,December-2017,delivered,7d0e17bbcb31318fdc2390ad7cfc7399-1
328,d822122b00c0dbaddd3694846fdc262c,1,f8b93f98fb0526f8f7734cc352eee0fc,9e66b89a58cb299d58bca3a8018476a6,4567,"sao paulo",SP,a6553cfbe11f87ac3079d7e18ff8c87b,papelaria,59,433,1,100,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,1,8.8,12.79,21.59,"2018-08-23 20:10:27","2018-08-20 19:58:51","2018-08-20 20:10:27","2018-08-22 08:52:00","2018-08-27 18:58:30","2018-08-30 00:00:00",Monday,August,2018,August-2018,delivered,d822122b00c0dbaddd3694846fdc262c-1
329,d97964c911feff7a28e51777c2ffbc7f,1,f9b311e286445b71d5b5d0ec5b3076ab,bdb40fdb1df62064c8ee38b845459e77,5006,"sao paulo",SP,20c7734379b9740b6ac065132d5a353c,papelaria,49,373,1,550,16,10,15,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,2,29.9,12.69,42.59,"2018-02-08 16:08:59","2018-02-02 15:46:22","2018-02-02 16:08:59","2018-02-07 15:04:46","2018-02-14 18:34:37","2018-02-26 00:00:00",Friday,February,2018,February-2018,delivered,d97964c911feff7a28e51777c2ffbc7f-1
330,de03f4f4bb610147a9bbfbed56438cbb,1,5ac9fcc9259df95cf14d27238b112148,cf3839da0d9492ad151690b65f45d800,6604,jandira,SP,2e8316b31db34314f393806fd7b6e185,papelaria,55,88,1,100,16,10,16,9d7a1d34a5052409006425275ba1c2b4,franca,SP,14403,credit_card,1,1,2.99,11.85,14.84,"2018-02-08 00:55:32","2018-02-02 00:01:31","2018-02-02 00:55:32","2018-02-07 15:04:45","2018-02-16 17:18:33","2018-02-26 00:00:00",Friday,February,2018,February-2018,delivered,de03f4f4bb610147a9bbfbed56438cbb-1
331,00042b26cf59d7ce69dfabb4e55b4fd9,1,58dbd0b2d70206bf40e62cd34e84d795,64b576fb70d441e8f1b2d7d446e483c5,13226,"varzea paulista",SP,ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59,409,1,3750,35,40,30,df560393f3a51e74553ab94004ba5c87,loanda,PR,87900,credit_card,1,3,199.9,18.14,218.04,"2017-02-13 13:57:51","2017-02-04 13:57:51","2017-02-04 14:10:13","2017-02-16 09:46:09","2017-03-01 16:42:31","2017-03-17 00:00:00",Saturday,February,2017,February-2017,delivered,00042b26cf59d7ce69dfabb4e55b4fd9-1
332,07e2a9d486a8394f2700230396e8d5f0,1,0d0a49286a8610cff0b0ca481ac5d14b,3e7a68a9a380c6802aa79a54be7c2e70,65025,"sao luis",MA,ac6c3623068f30de03045865e4e10089,ferramentas_jardim,59,409,1,3750,35,40,30,df560393f3a51e74553ab94004ba5c87,loanda,PR,87900,credit_card,1,1,209.9,61.93,271.83,"2018-02-28 21:46:57","2018-02-17 22:29:16","2018-02-17 22:46:57","2018-02-26 11:49:00","2018-04-02 22:32:10","2018-03-23 00:00:00",Saturday,February,2018,February-2018,delivered,07e2a9d486a8394f2700230396e8d5f0-1
